,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria,union,tmp,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion
160,CP-EEPC2022-001,EEPC,EEP,26/02/2022,01/05/2022 al 31/12/2029,26/02/2022,09/03/2022,07/04/2022,22/04/2022,11/05/2022,Cerrada y adjudicada,,,,16/05/2022,CP-EEPC2022-001/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-001-PROD05,,,,01/05/2022,31/12/2029,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de mayo del año 2022 al 31 de diciembre del año 2029, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
161,CP-EEPC2022-001,EEPC,EEP,26/02/2022,01/05/2022 al 31/12/2029,26/02/2022,09/03/2022,07/04/2022,22/04/2022,11/05/2022,Cerrada y adjudicada,,,,16/05/2022,CP-EEPC2022-001/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-001-PROD06,,,,01/05/2022,31/12/2029,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de mayo del año 2022 al 31 de diciembre del año 2029, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
162,CP-EEPC2022-001,EEPC,EEP,26/02/2022,01/05/2022 al 31/12/2029,26/02/2022,09/03/2022,07/04/2022,22/04/2022,11/05/2022,Cerrada y adjudicada,,,,16/05/2022,CP-EEPC2022-001/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-001-PROD07,,,,01/05/2022,31/12/2029,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de mayo del año 2022 al 31 de diciembre del año 2029, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
163,CP-EEPC2022-001,EEPC,EEP,26/02/2022,01/05/2022 al 31/12/2029,26/02/2022,09/03/2022,07/04/2022,22/04/2022,11/05/2022,Cerrada y adjudicada,,,,16/05/2022,CP-EEPC2022-001/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-001-PROD08,,,,01/05/2022,31/12/2029,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de mayo del año 2022 al 31 de diciembre del año 2029, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
164,CP-EEPC2022-001,EEPC,EEP,26/02/2022,01/05/2022 al 31/12/2029,26/02/2022,09/03/2022,07/04/2022,22/04/2022,11/05/2022,Cerrada y adjudicada,,,,16/05/2022,CP-EEPC2022-001/EEP/EEPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EEPC2022-001-PROD09,449.25,449.25,248.22,01/05/2022,31/12/2029,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de mayo del año 2022 al 31 de diciembre del año 2029, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado."
165,CP-CSSC2022-001,CSSC,Air-e,23/02/2022,01/05/2022 al 31/12/2027,23/02/2022,02/03/2022,31/03/2022,13/04/2022,06/05/2022,Cerrada y adjudicada,,,,18/05/2022,CP-CSSC2022-001/Air-e/CSSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CSSC2022-001-PROD01,3851.57,3270.05,232.16,01/05/2022,31/12/2027,Se invita a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que Air-e requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de mayo de 2022 al 31 de diciembre de 2027.
166,CP-CSSC2022-001,CSSC,Air-e,23/02/2022,01/05/2022 al 31/12/2027,23/02/2022,02/03/2022,31/03/2022,13/04/2022,06/05/2022,Cerrada y adjudicada,,,,18/05/2022,CP-CSSC2022-001/Air-e/CSSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CSSC2022-001-PROD02,115.15,38.8,282.5,01/05/2022,31/12/2027,Se invita a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que Air-e requiere para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de mayo de 2022 al 31 de diciembre de 2027.
167,CP-TPLC2022-001,TPLC,TERPEL,15/02/2022,01/11/2022 al 31/12/2032,17/02/2022,03/03/2022,19/04/2022,28/04/2022,19/05/2022,Cerrada y adjudicada,,,,30/06/2022,CP-TPLC2022-001/TERPEL/TPLC/01%2F02%2F2023/31%2F12%2F2026,1,CP-TPLC2022-001-PROD01,122.0,92.0,243.92,01/11/2022,31/12/2032,TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de noviembre de 2022 y el 31 de diciembre de 2032.
168,CP-GNCC2022-001,GNCC,VATIA,14/02/2022,06/05/2022 al 31/12/2026,16/02/2022,02/03/2022,31/03/2022,13/04/2022,05/05/2022,Cerrada y adjudicada,,,,12/05/2022,CP-GNCC2022-001/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2022-001-PROD01,70.36,70.36,263.0,06/05/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 6 de mayo de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
169,CP-GNCC2022-001,GNCC,VATIA,14/02/2022,06/05/2022 al 31/12/2026,16/02/2022,02/03/2022,31/03/2022,13/04/2022,05/05/2022,Cerrada y adjudicada,,,,12/05/2022,CP-GNCC2022-001/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2022-001-PROD02,224.63,224.63,258.2,06/05/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 6 de mayo de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
170,CP-GNCC2022-001,GNCC,VATIA,14/02/2022,06/05/2022 al 31/12/2026,16/02/2022,02/03/2022,31/03/2022,13/04/2022,05/05/2022,Cerrada y adjudicada,,,,12/05/2022,CP-GNCC2022-001/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2022-001-PROD03,163.81,163.81,254.88,06/05/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 6 de mayo de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
171,CP-GNCC2022-001,GNCC,VATIA,14/02/2022,06/05/2022 al 31/12/2026,16/02/2022,02/03/2022,31/03/2022,13/04/2022,05/05/2022,Cerrada y adjudicada,,,,12/05/2022,CP-GNCC2022-001/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2022-001-PROD04,192.84,90.0,244.45,06/05/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 6 de mayo de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
172,CP-GNCC2022-001,GNCC,VATIA,14/02/2022,06/05/2022 al 31/12/2026,16/02/2022,02/03/2022,31/03/2022,13/04/2022,05/05/2022,Cerrada y adjudicada,,,,12/05/2022,CP-GNCC2022-001/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2022-001-PROD05,89.79,89.79,235.25,06/05/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 6 de mayo de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
173,CP-GNCC2022-001,GNCC,VATIA,14/02/2022,06/05/2022 al 31/12/2026,16/02/2022,02/03/2022,31/03/2022,13/04/2022,05/05/2022,Cerrada y adjudicada,,,,12/05/2022,CP-GNCC2022-001/VATIA/GNCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-GNCC2022-001-PROD06,175.2,175.2,257.99,06/05/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 6 de mayo de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.
174,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD01,212.76,204.95,241.11,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
175,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD02,210.61,210.61,232.95,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
176,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD03,214.07,214.07,218.91,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
177,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD04,,,,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
178,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD05,,,,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
179,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD06,212.76,159.51,244.1,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
180,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD07,210.61,210.61,229.95,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
181,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD08,214.07,214.07,216.58,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
182,CP-CEOC2022-002,CEOC,CEO S.A.S E.S.P.,21/01/2022,01/01/2023 al 31/12/2027,25/01/2022,15/02/2022,17/03/2022,31/03/2022,25/04/2022,Cerrada y adjudicada,,,,04/05/2022,CP-CEOC2022-002/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-002-PROD09,217.59,217.59,208.98,01/01/2023,31/12/2027,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero 2023 al 31 diciembre 2027, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos."
183,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD01,50.14,0.0,0.0,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
184,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD02,62.36,0.0,0.0,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
185,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD03,129.62,129.62,227.57,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
186,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD04,127.94,127.94,217.33,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
187,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD05,126.88,126.88,216.45,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
188,CP-CQTC2022-001,CQTC,ELECTROCAQUETA,17/01/2022,01/05/2022 al 31/12/2030,17/01/2022,07/02/2022,07/03/2022,18/03/2022,11/04/2022,Cerrada y adjudicada,,,,20/04/2022,CP-CQTC2022-001/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-001-PROD06,126.66,126.66,215.98,01/05/2022,31/12/2030,"COMPRA DEL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ SA ESP PARA EL PERÍODO COMPRENDIDO ENTRE EL 1 DE MAYO HASTA EL 31 DE DICIEMBRE DEL AÑO 2023, DEL 1 DE ENERO HASTA EL 31 DE DICIEMBRE DEL AÑO 2026 Y DEL 1 DE ENERO DEL 2028 HASTA EL 31 DE DICIEMBRE DEL 2030."
189,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,,,,11/04/2022,CP-NEUC2022-002/NEU/NEUC/01%2F02%2F2023/31%2F12%2F2026,1,CP-NEUC2022-002-PROD01,48.3,18.15,259.0,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024
190,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,,,,11/04/2022,CP-NEUC2022-002/NEU/NEUC/01%2F02%2F2023/31%2F12%2F2026,1,CP-NEUC2022-002-PROD02,72.0,18.49,253.0,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024
191,CP-NEUC2022-002,NEUC,NEU,13/01/2022,01/05/2022 al 31/12/2024,14/01/2022,20/01/2022,17/02/2022,02/03/2022,24/03/2022,Cerrada y adjudicada,,,,11/04/2022,CP-NEUC2022-002/NEU/NEUC/01%2F02%2F2023/31%2F12%2F2026,1,CP-NEUC2022-002-PROD03,72.2,72.2,247.38,01/05/2022,31/12/2024,NEU ENERGY S.A.S. E.S.P. mediante la presente convocatoria está interesado en contratar el suministro de la energía eléctrica para atender parte de su mercado regulado para el período comprendido entre el 1 de mayo de 2022 y el 31 de diciembre de 2024
192,CP-CEOC2022-001,CEOC,CEO S.A.S E.S.P.,04/01/2022,01/05/2022 al 30/04/2032,07/01/2022,28/01/2022,25/02/2022,10/03/2022,01/04/2022,Cerrada y adjudicada,,,,26/04/2022,CP-CEOC2022-001/CEO S.A.S E.S.P./CEOC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CEOC2022-001-PROD01,568.05,424.23,210.14,01/05/2022,30/04/2032,"CEO de acuerdo con la Ley 1955 de 2019 en su art. 296, reglamentada a través de la Res. 4-0715 de 2019 del MME, está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica, proveniente de fuentes no convencionales de energía renovable, con destino a atender la demanda regulada."
193,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,20/01/2022,,,25/04/2022,CP-CNSC2021-004/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2021-004-PROD01,,,,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025"
194,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,20/01/2022,,,25/04/2022,CP-CNSC2021-004/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2021-004-PROD02,,,,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025"
195,CP-CNSC2021-004,CNSC,CENS,29/12/2021,01/05/2022 al 31/12/2037,30/12/2021,02/02/2022,02/03/2022,13/03/2022,01/04/2022,Cerrada y adjudicada,20/01/2022,,,25/04/2022,CP-CNSC2021-004/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2021-004-PROD03,1006.46,659.73,237.53,01/05/2022,31/12/2037,"Producto 1: Mayo 2022 - Diciembre 2037, Producto 2: Mayo - Diciembre 2022 y Producto 3: Enero - Diciembre 2025"
196,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,,,,23/03/2022,CP-CDSC2021-003/CODENSA/CDSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDSC2021-003-PROD01,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado."
197,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,,,,23/03/2022,CP-CDSC2021-003/CODENSA/CDSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDSC2021-003-PROD02,1351.0,379.0,247.98,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado."
198,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,,,,23/03/2022,CP-CDSC2021-003/CODENSA/CDSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDSC2021-003-PROD03,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado."
199,CP-CDSC2021-003,CDSC,CODENSA,25/12/2021,01/04/2022 al 31/12/2036,29/12/2021,20/01/2022,17/02/2022,02/03/2022,15/03/2022,Cerrada y adjudicada,,,,23/03/2022,CP-CDSC2021-003/CODENSA/CDSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDSC2021-003-PROD04,,,,01/04/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de abril de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado."
200,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,,,,28/03/2022,CP-EDQC2021-003/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2021-003-PROD01,55.99,0.0,0.0,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027."
201,CP-EDQC2021-003,EDQC,EDEQ,22/12/2021,01/05/2022 al 31/12/2027,23/12/2021,14/01/2022,11/02/2022,24/02/2022,17/03/2022,Cerrada y adjudicada,,,,28/03/2022,CP-EDQC2021-003/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2021-003-PROD02,55.99,0.0,0.0,01/05/2022,31/12/2027,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de mayo de 2022 y el 31 de diciembre de 2027."
